[15:08:51] 模块导入完成
[12:24:20] 后台拉取失败: getapp3.4.2 - Expecting value: line 1 column 1 (char 0)
[12:24:20] 后台拉取: getapp3.4.4
[12:24:20] 后台拉取失败: getapp3.4.4 - Expecting value: line 1 column 1 (char 0)
[12:24:20] 后台拉取: 懒懒视频
[12:24:20] 后台拉取失败: 懒懒视频 - HTTPConnectionPool(host='llsp2.xn--it-if7c19g5s4bps5c.com', port=80): Max retries exceeded with url: /api.php/provide/index?tid=0 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection obje
[12:24:20] 后台拉取: htmlParser
[12:24:20] 后台拉取失败: htmlParser - 文件中未找到 Spider 类
[12:24:20] 后台拉取: spider
[12:24:20] 后台拉取失败: spider - Can't instantiate abstract class BaseSpider with abstract methods categoryContent, detailContent, homeContent, homeVideoContent, init, isVideoFormat, localProxy, manualVideoCheck, playerContent, searc
[12:24:20] 后台拉取: bridge
[12:24:20] 后台拉取失败: bridge - 文件中未找到 Spider 类
[12:24:20] 后台拉取: t4_daemon
[12:24:20] 后台拉取失败: t4_daemon - 文件中未找到 Spider 类
[12:24:20] 后台拉取: t4_daemon_lite
[12:24:20] 后台拉取失败: t4_daemon_lite - 文件中未找到 Spider 类
[12:48:08] 模块导入完成
[12:48:08] init 开始
[12:48:14] init 完成，扫描到 247 个py源
[12:48:14] homeContent 开始
[12:48:14] homeContent 返回 248 个标签
[12:48:14] 后台拉取: 985短剧
[12:48:15] 后台拉取成功: 985短剧
[12:48:15] 后台拉取: JAVMove🔞
[12:48:16] 后台拉取失败: JAVMove🔞 - 
[12:48:16] 后台拉取: pmvhaven🔞
[12:48:16] 后台拉取失败: pmvhaven🔞 - 'Spider' object has no attribute 'init'
[12:48:16] 后台拉取: 房中㊙️术🔞
[12:48:22] 后台拉取失败: 房中㊙️术🔞 - 
[12:48:22] 后台拉取: package
[12:48:22] 后台拉取失败: package - 文件中未找到 Spider 类
[12:48:22] 后台拉取: _runner
[12:48:22] 后台拉取失败: _runner - 文件中未找到 Spider 类
[12:48:22] 后台拉取: basic
[12:48:22] 后台拉取失败: basic - 文件中未找到 Spider 类
[12:48:22] 后台拉取: dict
[12:48:22] 后台拉取失败: dict - 文件中未找到 Spider 类
[12:48:22] 后台拉取: klass
[12:48:22] 后台拉取失败: klass - 文件中未找到 Spider 类
[12:48:22] 后台拉取: long
[12:48:22] 后台拉取失败: long - 文件中未找到 Spider 类
[12:48:22] 后台拉取: protocol5
[12:48:22] 后台拉取失败: protocol5 - 文件中未找到 Spider 类
[12:48:22] 后台拉取: set
[12:48:22] 后台拉取失败: set - 文件中未找到 Spider 类
[12:48:22] 后台拉取: APP配置MAP提取器
[12:48:22] 后台拉取失败: APP配置MAP提取器 - 文件中未找到 Spider 类
[12:48:22] 后台拉取: XYQ规则链接提取器
[12:48:22] 后台拉取失败: XYQ规则链接提取器 - 文件中未找到 Spider 类
[12:48:22] 后台拉取: compare_source
[12:48:22] 后台拉取失败: compare_source - 文件中未找到 Spider 类
[12:48:22] 后台拉取: move_error_sources
[12:48:22] 后台拉取失败: move_error_sources - 文件中未找到 Spider 类
[12:48:22] 后台拉取: move_error_sources_test
[12:48:22] 后台拉取失败: move_error_sources_test - 文件中未找到 Spider 类
[12:48:22] 后台拉取: 采集分类生成器
[12:48:22] 后台拉取失败: 采集分类生成器 - 文件中未找到 Spider 类
[12:48:22] 后台拉取: 采集转换器
[12:48:22] 后台拉取失败: 采集转换器 - 文件中未找到 Spider 类
[12:48:22] 后台拉取: crawler
[12:48:22] 后台拉取失败: crawler - 文件中未找到 Spider 类
[12:48:22] 后台拉取: 4K影视
[12:48:28] 后台拉取失败: 4K影视 - 
[12:48:28] 后台拉取: AppFei
[12:48:28] 后台拉取失败: AppFei - Invalid URL '/api.php?type=getsort': No scheme supplied. Perhaps you meant https:///api.php?type=getsort?
[12:48:28] 后台拉取: AppFox
[12:48:28] 后台拉取失败: AppFox - Expecting value: line 1 column 1 (char 0)
[12:48:28] 后台拉取: AppGet
[12:48:29] 后台拉取失败: AppGet - 'key'
[12:48:29] 后台拉取: AppHs
[12:48:29] 后台拉取失败: AppHs - Invalid URL '/api/block/category_type': No scheme supplied. Perhaps you meant https:///api/block/category_type?
[12:48:29] 后台拉取: AppMuou
[12:48:29] 后台拉取失败: AppMuou - 'host'
[12:48:29] 后台拉取: AppSk
[12:48:29] 后台拉取失败: AppSk - 
[12:48:29] 后台拉取: AppToV5
[12:48:29] 后台拉取失败: AppToV5 - 
[12:48:29] 后台拉取: AppV1
[12:48:29] 后台拉取失败: AppV1 - Invalid URL '/v1.vod/types': No scheme supplied. Perhaps you meant https:///v1.vod/types?
[12:48:29] 后台拉取: AppV2²
[12:48:29] 后台拉取失败: AppV2² - Invalid URL '//api.php/app/nav?token=': No scheme supplied. Perhaps you meant https:////api.php/app/nav?token=?
[12:48:29] 后台拉取: AppV2¹
[12:48:29] 后台拉取失败: AppV2¹ - Expecting value: line 1 column 1 (char 0)
[12:48:29] 后台拉取: AppV6
[12:48:29] 后台拉取失败: AppV6 - Expecting value: line 1 column 1 (char 0)
[12:48:29] 后台拉取: AppYqk
[12:48:29] 后台拉取失败: AppYqk - Expecting value: line 1 column 1 (char 0)
[12:48:29] 后台拉取: _bridge
[12:48:29] 后台拉取失败: _bridge - 文件中未找到 Spider 类
[12:48:29] 后台拉取: base_java_loader
[12:48:29] 后台拉取失败: base_java_loader - No module named 't4'
[12:48:29] 后台拉取: base_test
[12:48:29] 后台拉取失败: base_test - No module named 'core'
[12:48:29] 后台拉取: getapp3.4.2
[12:48:29] 后台拉取失败: getapp3.4.2 - Expecting value: line 1 column 1 (char 0)
[12:48:29] 后台拉取: getapp3.4.4
[12:48:29] 后台拉取失败: getapp3.4.4 - Expecting value: line 1 column 1 (char 0)
[12:48:29] 后台拉取: 懒懒视频
[12:48:29] 后台拉取失败: 懒懒视频 - HTTPConnectionPool(host='llsp2.xn--it-if7c19g5s4bps5c.com', port=80): Max retries exceeded with url: /api.php/provide/index?tid=0 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection obje
[12:48:29] 后台拉取: htmlParser
[12:48:29] 后台拉取失败: htmlParser - 文件中未找到 Spider 类
[12:48:29] 后台拉取: spider
[12:48:29] 后台拉取失败: spider - Can't instantiate abstract class BaseSpider with abstract methods categoryContent, detailContent, homeContent, homeVideoContent, init, isVideoFormat, localProxy, manualVideoCheck, playerContent, searc
[12:48:29] 后台拉取: bridge
[12:48:29] 后台拉取失败: bridge - 文件中未找到 Spider 类
[12:48:29] 后台拉取: t4_daemon
[12:48:29] 后台拉取失败: t4_daemon - 文件中未找到 Spider 类
[12:48:29] 后台拉取: t4_daemon_lite
[12:48:29] 后台拉取失败: t4_daemon_lite - 文件中未找到 Spider 类
[12:53:39] homeContent 开始
[12:53:39] homeContent 返回 248 个标签
[12:53:39] 后台拉取: JAVMove🔞
[12:53:41] 后台拉取失败: JAVMove🔞 - 
[12:53:41] 后台拉取: pmvhaven🔞
[12:53:41] 后台拉取失败: pmvhaven🔞 - 'Spider' object has no attribute 'init'
[12:53:41] 后台拉取: 房中㊙️术🔞
[12:53:47] 后台拉取成功: 房中㊙️术🔞
[12:53:47] 后台拉取: package
[12:53:47] 后台拉取失败: package - 文件中未找到 Spider 类
[12:53:47] 后台拉取: _runner
[12:53:47] 后台拉取失败: _runner - 文件中未找到 Spider 类
[12:53:47] 后台拉取: basic
[12:53:47] 后台拉取失败: basic - 文件中未找到 Spider 类
[12:53:47] 后台拉取: dict
[12:53:47] 后台拉取失败: dict - 文件中未找到 Spider 类
[12:53:47] 后台拉取: klass
[12:53:47] 后台拉取失败: klass - 文件中未找到 Spider 类
[12:53:47] 后台拉取: long
[12:53:47] 后台拉取失败: long - 文件中未找到 Spider 类
[12:53:47] 后台拉取: protocol5
[12:53:47] 后台拉取失败: protocol5 - 文件中未找到 Spider 类
[12:53:47] 后台拉取: set
[12:53:47] 后台拉取失败: set - 文件中未找到 Spider 类
[12:53:47] 后台拉取: APP配置MAP提取器
[12:53:47] 后台拉取失败: APP配置MAP提取器 - 文件中未找到 Spider 类
[12:53:47] 后台拉取: XYQ规则链接提取器
[12:53:47] 后台拉取失败: XYQ规则链接提取器 - 文件中未找到 Spider 类
[12:53:47] 后台拉取: compare_source
[12:53:47] 后台拉取失败: compare_source - 文件中未找到 Spider 类
[12:53:47] 后台拉取: move_error_sources
[12:53:47] 后台拉取失败: move_error_sources - 文件中未找到 Spider 类
[12:53:47] 后台拉取: move_error_sources_test
[12:53:47] 后台拉取失败: move_error_sources_test - 文件中未找到 Spider 类
[12:53:47] 后台拉取: 采集分类生成器
[12:53:47] 后台拉取失败: 采集分类生成器 - 文件中未找到 Spider 类
[12:53:47] 后台拉取: 采集转换器
[12:53:47] 后台拉取失败: 采集转换器 - 文件中未找到 Spider 类
[12:53:47] 后台拉取: crawler
[12:53:47] 后台拉取失败: crawler - 文件中未找到 Spider 类
[12:53:47] 后台拉取: 4K影视
[12:53:52] 后台拉取失败: 4K影视 - HTTPConnectionPool(host='110.42.110.226', port=9393): Read timed out. (read timeout=5)
[12:53:52] 后台拉取: AppFei
[12:53:52] 后台拉取失败: AppFei - Invalid URL '/api.php?type=getsort': No scheme supplied. Perhaps you meant https:///api.php?type=getsort?
[12:53:52] 后台拉取: AppFox
[12:53:52] 后台拉取失败: AppFox - Expecting value: line 1 column 1 (char 0)
[12:53:52] 后台拉取: AppGet
[12:53:52] 后台拉取失败: AppGet - 'key'
[12:53:52] 后台拉取: AppHs
[12:53:52] 后台拉取失败: AppHs - Invalid URL '/api/block/category_type': No scheme supplied. Perhaps you meant https:///api/block/category_type?
[12:53:52] 后台拉取: AppMuou
[12:53:52] 后台拉取失败: AppMuou - 'host'
[12:53:52] 后台拉取: AppSk
[12:53:52] 后台拉取失败: AppSk - 
[12:53:52] 后台拉取: AppToV5
[12:53:52] 后台拉取失败: AppToV5 - 
[12:53:52] 后台拉取: AppV1
[12:53:52] 后台拉取失败: AppV1 - Invalid URL '/v1.vod/types': No scheme supplied. Perhaps you meant https:///v1.vod/types?
[12:53:52] 后台拉取: AppV2²
[12:53:52] 后台拉取失败: AppV2² - Invalid URL '//api.php/app/nav?token=': No scheme supplied. Perhaps you meant https:////api.php/app/nav?token=?
[12:53:52] 后台拉取: AppV2¹
[12:53:52] 后台拉取失败: AppV2¹ - Expecting value: line 1 column 1 (char 0)
[12:53:52] 后台拉取: AppV6
[12:53:52] 后台拉取失败: AppV6 - Expecting value: line 1 column 1 (char 0)
[12:53:52] 后台拉取: AppYqk
[12:53:52] 后台拉取失败: AppYqk - Expecting value: line 1 column 1 (char 0)
[12:53:52] 后台拉取: _bridge
[12:53:52] 后台拉取失败: _bridge - 文件中未找到 Spider 类
[12:53:52] 后台拉取: base_java_loader
[12:53:52] 后台拉取失败: base_java_loader - No module named 't4'
[12:53:52] 后台拉取: base_test
[12:53:52] 后台拉取失败: base_test - No module named 'core'
[12:53:52] 后台拉取: getapp3.4.2
[12:53:52] 后台拉取失败: getapp3.4.2 - Expecting value: line 1 column 1 (char 0)
[12:53:52] 后台拉取: getapp3.4.4
[12:53:52] 后台拉取失败: getapp3.4.4 - Expecting value: line 1 column 1 (char 0)
[12:53:52] 后台拉取: 懒懒视频
[12:53:52] 后台拉取失败: 懒懒视频 - HTTPConnectionPool(host='llsp2.xn--it-if7c19g5s4bps5c.com', port=80): Max retries exceeded with url: /api.php/provide/index?tid=0 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection obje
[12:53:52] 后台拉取: htmlParser
[12:53:52] 后台拉取失败: htmlParser - 文件中未找到 Spider 类
[12:53:52] 后台拉取: spider
[12:53:52] 后台拉取失败: spider - Can't instantiate abstract class BaseSpider with abstract methods categoryContent, detailContent, homeContent, homeVideoContent, init, isVideoFormat, localProxy, manualVideoCheck, playerContent, searc
[12:53:52] 后台拉取: bridge
[12:53:52] 后台拉取失败: bridge - 文件中未找到 Spider 类
[12:53:52] 后台拉取: t4_daemon
[12:53:52] 后台拉取失败: t4_daemon - 文件中未找到 Spider 类
[12:53:52] 后台拉取: t4_daemon_lite
[12:53:52] 后台拉取失败: t4_daemon_lite - 文件中未找到 Spider 类
[12:54:49] 模块导入完成
[12:54:49] init 开始
[13:07:34] init 完成，扫描到 247 个py源
[13:32:28] 模块导入完成
[13:32:28] init 开始
[13:32:36] init 完成，扫描到 247 个py源
[13:32:36] homeContent 开始
[13:32:36] homeContent 返回 248 个标签
[13:32:36] 后台拉取: JAVMove🔞
[13:32:38] 后台拉取失败: JAVMove🔞 - 
[13:32:38] 后台拉取: pmvhaven🔞
[13:32:38] 后台拉取失败: pmvhaven🔞 - 'Spider' object has no attribute 'init'
[13:32:38] 后台拉取: package
[13:32:38] 后台拉取失败: package - 文件中未找到 Spider 类
[13:32:38] 后台拉取: _runner
[13:32:39] 后台拉取失败: _runner - 文件中未找到 Spider 类
[13:32:39] 后台拉取: basic
[13:32:39] 后台拉取失败: basic - 文件中未找到 Spider 类
[13:32:39] 后台拉取: dict
[13:32:39] 后台拉取失败: dict - 文件中未找到 Spider 类
[13:32:39] 后台拉取: klass
[13:32:39] 后台拉取失败: klass - 文件中未找到 Spider 类
[13:32:39] 后台拉取: long
[13:32:39] 后台拉取失败: long - 文件中未找到 Spider 类
[13:32:39] 后台拉取: protocol5
[13:32:39] 后台拉取失败: protocol5 - 文件中未找到 Spider 类
[13:32:39] 后台拉取: set
[13:32:39] 后台拉取失败: set - 文件中未找到 Spider 类
[13:32:39] 后台拉取: APP配置MAP提取器
[13:32:39] 后台拉取失败: APP配置MAP提取器 - 文件中未找到 Spider 类
[13:32:39] 后台拉取: XYQ规则链接提取器
[13:32:39] 后台拉取失败: XYQ规则链接提取器 - 文件中未找到 Spider 类
[13:32:39] 后台拉取: compare_source
[13:32:39] 后台拉取失败: compare_source - 文件中未找到 Spider 类
[13:32:39] 后台拉取: move_error_sources
[13:32:39] 后台拉取失败: move_error_sources - 文件中未找到 Spider 类
[13:32:39] 后台拉取: move_error_sources_test
[13:32:39] 后台拉取失败: move_error_sources_test - 文件中未找到 Spider 类
[13:32:39] 后台拉取: 采集分类生成器
[13:32:39] 后台拉取失败: 采集分类生成器 - 文件中未找到 Spider 类
[13:32:39] 后台拉取: 采集转换器
[13:32:39] 后台拉取失败: 采集转换器 - 文件中未找到 Spider 类
[13:32:39] 后台拉取: crawler
[13:32:39] 后台拉取失败: crawler - 文件中未找到 Spider 类
[13:32:39] 后台拉取: 4K影视
[13:32:45] 后台拉取失败: 4K影视 - 
[13:32:45] 后台拉取: AppFei
[13:32:45] 后台拉取失败: AppFei - Invalid URL '/api.php?type=getsort': No scheme supplied. Perhaps you meant https:///api.php?type=getsort?
[13:32:45] 后台拉取: AppFox
[13:32:45] 后台拉取失败: AppFox - Expecting value: line 1 column 1 (char 0)
[13:32:45] 后台拉取: AppGet
[13:32:45] 后台拉取失败: AppGet - 'key'
[13:32:45] 后台拉取: AppHs
[13:32:45] 后台拉取失败: AppHs - Invalid URL '/api/block/category_type': No scheme supplied. Perhaps you meant https:///api/block/category_type?
[13:32:45] 后台拉取: AppMuou
[13:32:45] 后台拉取失败: AppMuou - 'host'
[13:32:45] 后台拉取: AppSk
[13:32:45] 后台拉取失败: AppSk - 
[13:32:45] 后台拉取: AppToV5
[13:32:45] 后台拉取失败: AppToV5 - 
[13:32:45] 后台拉取: AppV1
[13:32:45] 后台拉取失败: AppV1 - Invalid URL '/v1.vod/types': No scheme supplied. Perhaps you meant https:///v1.vod/types?
[13:32:45] 后台拉取: AppV2²
[13:32:45] 后台拉取失败: AppV2² - Invalid URL '//api.php/app/nav?token=': No scheme supplied. Perhaps you meant https:////api.php/app/nav?token=?
[13:32:45] 后台拉取: AppV2¹
[13:32:45] 后台拉取失败: AppV2¹ - Expecting value: line 1 column 1 (char 0)
[13:32:45] 后台拉取: AppV6
[13:32:45] 后台拉取失败: AppV6 - Expecting value: line 1 column 1 (char 0)
[13:32:45] 后台拉取: AppYqk
[13:32:45] 后台拉取失败: AppYqk - Expecting value: line 1 column 1 (char 0)
[13:32:45] 后台拉取: _bridge
[13:32:45] 后台拉取失败: _bridge - 文件中未找到 Spider 类
[13:32:45] 后台拉取: base_java_loader
[13:32:45] 后台拉取失败: base_java_loader - No module named 't4'
[13:32:45] 后台拉取: base_test
[13:32:45] 后台拉取失败: base_test - No module named 'core'
[13:32:45] 后台拉取: getapp3.4.2
[13:32:45] 后台拉取失败: getapp3.4.2 - Expecting value: line 1 column 1 (char 0)
[13:32:45] 后台拉取: getapp3.4.4
[13:32:45] 后台拉取失败: getapp3.4.4 - Expecting value: line 1 column 1 (char 0)
[13:32:45] 后台拉取: 懒懒视频
[13:32:45] 后台拉取失败: 懒懒视频 - HTTPConnectionPool(host='llsp2.xn--it-if7c19g5s4bps5c.com', port=80): Max retries exceeded with url: /api.php/provide/index?tid=0 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection obje
[13:32:45] 后台拉取: htmlParser
[13:32:45] 后台拉取失败: htmlParser - 文件中未找到 Spider 类
[13:32:45] 后台拉取: spider
[13:32:45] 后台拉取失败: spider - Can't instantiate abstract class BaseSpider with abstract methods categoryContent, detailContent, homeContent, homeVideoContent, init, isVideoFormat, localProxy, manualVideoCheck, playerContent, searc
[13:32:45] 后台拉取: bridge
[13:32:45] 后台拉取失败: bridge - 文件中未找到 Spider 类
[13:32:45] 后台拉取: t4_daemon
[13:32:45] 后台拉取失败: t4_daemon - 文件中未找到 Spider 类
[13:32:45] 后台拉取: t4_daemon_lite
[13:32:45] 后台拉取失败: t4_daemon_lite - 文件中未找到 Spider 类
[13:36:44] 模块导入完成
[13:36:44] init 开始
[13:36:56] init 完成，扫描到 247 个py源
[13:36:56] homeContent 开始
[13:36:57] homeContent 返回 248 个标签
[13:36:57] 后台拉取: JAVMove🔞
[13:36:59] 后台拉取失败: JAVMove🔞 - 
[13:36:59] 后台拉取: pmvhaven🔞
[13:36:59] 后台拉取失败: pmvhaven🔞 - 'Spider' object has no attribute 'init'
[13:36:59] 后台拉取: package
[13:36:59] 后台拉取失败: package - 文件中未找到 Spider 类
